Term	Gene
Microglia	GM16337
Microglia	GM16565
Microglia	GM16712
Microglia	GM16725
Microglia	GM16861
Microglia	GM17147
Microglia	GM17705
Microglia	GM2245
Microglia	GM26510
Microglia	GM26522
Microglia	GM26532
Microglia	GM26541
Microglia	GM26656
Microglia	GM26740
Microglia	GM27008
Microglia	GM27676
Microglia	GM28286
Microglia	GM29291
Microglia	GM3052
Microglia	GM3252
Microglia	GM36638
Microglia	GM3667
Microglia	GM37101
Microglia	GM37125
Microglia	GM37152
Microglia	GM37168
Microglia	GM37306
Microglia	GM37352
Microglia	GM3739
Microglia	GM37472
Microglia	GM37730
Microglia	GM37795
Microglia	GM38157
Microglia	GM38158
Microglia	GM38266
Microglia	GM38292
Microglia	GM38317
Microglia	GM4980
Microglia	GM5431
Microglia	GM6277
Microglia	GM7148
Microglia	GM8093
Microglia	GM826
Microglia	GM8995
Microglia	GM9025
Microglia	GM9725
Microglia	GMFG
Microglia	GMIP
Microglia	GNA15
Microglia	GNG10
Microglia	GNGT2
Microglia	GNS
Microglia	GOLM1
Microglia	GP49A
Microglia	GP9
Microglia	GPR132
Microglia	GPR137B
Microglia	GPR157
Microglia	GPR160
Microglia	GPR165
Microglia	GPR183
Microglia	GPR34
Microglia	GPR65
Microglia	GPR84
Microglia	GPSM3
Microglia	GPX1
Microglia	GRAMD1A
Microglia	GRAP
Microglia	GRK2
Microglia	GRN
Microglia	GSDMD
Microglia	GSG1
Microglia	GTF2H2
Microglia	GTF2IRD2B
Microglia	GTPBP1
Microglia	GUCA1A
Microglia	GUSB
Microglia	H2-EA-PS
Microglia	H2-K2
Microglia	HAAO
Microglia	HAVCR2
Microglia	HCAR2
Microglia	HCK
Microglia	HCLS1
Microglia	HCST
Microglia	HEATR1
Microglia	HEATR5A
Microglia	HERPUD1
Microglia	HEXA
Microglia	HEXB
Microglia	HEXIM1
Microglia	HFE
Microglia	HHEX
Microglia	HIST1H1C
Microglia	HIVEP3
Microglia	HK2
Microglia	HK3
Microglia	HLA-A
Microglia	HLA-B
Microglia	HLA-DMA
Microglia	HLA-DMB
Microglia	HLA-DOA
Microglia	HLA-DOB
Microglia	HLA-DQA1
Microglia	HLA-DRB1
Microglia	HLA-G
Microglia	HMGB1-PS5
Microglia	HMOX1
Microglia	HPGD
Microglia	HPGDS
Microglia	HPN
Microglia	HPR
Microglia	HPS4
Microglia	HRH2
Microglia	HS1BP3
Microglia	HS6ST1
Microglia	HSPA1A
Microglia	HSPA1B
Microglia	HSPB3
Microglia	HVCN1
Microglia	HYI
Microglia	ICAM1
Microglia	ICOS
Microglia	ICOSLG
Microglia	ID2
Microglia	IDH2
Microglia	IER2
Microglia	IER3
Microglia	IER5
Microglia	IFI202B
Microglia	IFI30
Microglia	IFITM10
Microglia	IFNB1
Microglia	IFNGR1
Microglia	IFNGR2
Microglia	IGFBP4
Microglia	IGHD
Microglia	IGHJ1
Microglia	IGHM
Microglia	IGKC
Microglia	IGSF6
Microglia	IKZF1
Microglia	IL10RA
Microglia	IL10RB
Microglia	IL12B
Microglia	IL13RA1
Microglia	IL16
Microglia	IL17RA
Microglia	IL1A
Microglia	IL1B
Microglia	IL1R2
Microglia	IL1RL1
Microglia	IL1RL2
Microglia	IL1RN
Microglia	IL21R
Microglia	IL27
Microglia	IL4R
Microglia	IL6R
Microglia	IL7R
Microglia	ILDR1
Microglia	INPP4B
Microglia	INPP5D
Microglia	IP6K3
Microglia	IRAK2
Microglia	IRAK4
Microglia	IRF1
Microglia	IRF2BP2
Microglia	IRF4
Microglia	IRF5
Microglia	IRF8
Microglia	IRG1
Microglia	ISCU
Microglia	ITGA6
Microglia	ITGA9
Microglia	ITGAE
Microglia	ITGAM
Microglia	ITGAX
Microglia	ITGB2
Microglia	ITGB3
Microglia	ITGB5
Microglia	ITPKC
Microglia	ITPRIPL1
Microglia	ITPRIPL2
Microglia	IVNS1ABP
Microglia	JADE2
Microglia	JAK3
Microglia	JUN
Microglia	JUNB
Microglia	JUND
Microglia	KCNA7
Microglia	KCND1
Microglia	KCNK12
Microglia	KCNK13
Microglia	KCNK6
Microglia	KCNN4
Microglia	KCTD12
Microglia	KDM6B
Microglia	KHK
Microglia	KIAA2013
Microglia	KIF21B
Microglia	KLF10
Microglia	KLHL6
Microglia	KLK8
Microglia	KLRD1
Microglia	KNG1
Microglia	LACC1
Microglia	LAG3
Microglia	LAIR1
Microglia	LAPTM5
Microglia	LASP1
Microglia	LAT2
Microglia	LBX1
Microglia	LBX2
Microglia	LCP1
Microglia	LCP2
Microglia	LEFTY1
Microglia	LFNG
Microglia	LGALS3BP
Microglia	LGALS9
Microglia	LGMN
Microglia	LILRA1
Microglia	LILRB4
Microglia	LIMD2
Microglia	LIPH
Microglia	LITAF
Microglia	LMO2
Microglia	LPAR5
Microglia	LPAR6
Microglia	LPCAT2
Microglia	LPIN2
Microglia	LPXN
Microglia	LRBA
Microglia	LRCH1
Microglia	LRMP
Microglia	LRP1
Microglia	LRRC25
Microglia	LRRC3
Microglia	LRRC34
Microglia	LRRC75A
Microglia	LRRK1
Microglia	LRWD1
Microglia	LSP1
Microglia	LST1
Microglia	LTB
Microglia	LTBR
Microglia	LTC4S
Microglia	LTF
Microglia	LY6E
Microglia	LY86
Microglia	LY9
Microglia	LY96
Microglia	LYL1
Microglia	LYN
Microglia	LYVE1
Microglia	LYZ
Microglia	M1AP
Microglia	MAF
Microglia	MAFB
Microglia	MAFF
Microglia	MAFK
Microglia	MAN1A1
Microglia	MAN1C1
Microglia	MAN2B1
Microglia	MAP2K3
Microglia	MAP3K14
Microglia	MAP3K8
Microglia	MAPKAPK2
Microglia	MARCH1
Microglia	MARCKS
Microglia	MATK
Microglia	MB21D1
Microglia	MCL1
Microglia	MED12L
Microglia	MEF2C
Microglia	MERTK
Microglia	MFNG
Microglia	MFSD11
Microglia	MFSD12
Microglia	MGAT1
Microglia	MGAT4A
Microglia	MGL2
Microglia	MILR1
Microglia	MIR142B
Microglia	MIR142HG
Microglia	MIR23A
Microglia	MIR27A
Microglia	MIR5107
Microglia	MKL1
Microglia	MKNK1
Microglia	MKNK2
Microglia	MLEC
Microglia	MLPH
Microglia	MLXIP
Microglia	MLXIPL
Microglia	MMP28
Microglia	MMP9
Microglia	MOB1A
Microglia	MOB3A
Microglia	MOB3C
Microglia	MPEG1
Microglia	MRC1
Microglia	MS4A4A
Microglia	MS4A6E
Microglia	MS4A7
Microglia	MSH5
Microglia	MSN
Microglia	MSR1
Microglia	MTR
Microglia	MVP
Microglia	MYADML2
Microglia	MYBPC3
Microglia	MYC
Microglia	MYD88
Microglia	MYH9
Microglia	MYL2
Microglia	MYLIP
Microglia	MYO18B
Microglia	MYO1C
Microglia	MYO1F
Microglia	MYO1G
Microglia	MYO7A
Microglia	NABP1
Microglia	NAGLU
Microglia	NAGPA
Microglia	NAIP
Microglia	NATD1
Microglia	NAV3
Microglia	NCF1
Microglia	NCF2
Microglia	NCF4
Microglia	NCKAP1L
Microglia	NDST2
Microglia	NEAT1
Microglia	NEK6
Microglia	NEK7
Microglia	NEURL1
Microglia	NEURL3
Microglia	NFAM1
Microglia	NFATC1
Microglia	NFATC2
Microglia	NFE2L2
Microglia	NFKB1
Microglia	NFKB2
Microglia	NFKBIA
Microglia	NFKBID
Microglia	NFKBIE
Microglia	NFKBIZ
Microglia	NGP
Microglia	NHLRC3
Microglia	NINJ1
Microglia	NLRP1
Microglia	NLRP1C-PS
Microglia	NLRP3
Microglia	NMT1
Microglia	NOD2
Microglia	NPC2
Microglia	NPL
Microglia	NPNT
Microglia	NR6A1OS
Microglia	NRM
Microglia	NRROS
Microglia	NTPCR
Microglia	NUAK1
Microglia	NUAK2
Microglia	NUMB
Microglia	NXPE5
Microglia	OCSTAMP
Microglia	OLFML3
Microglia	OLFR1030
Microglia	OPHN1
Microglia	ORAI1
Microglia	ORAI2
Microglia	OSBPL11
Microglia	OSGIN1
Microglia	OSM
Microglia	P2RX1
Microglia	P2RX4
Microglia	P2RX7
Microglia	P2RY12
Microglia	P2RY13
Microglia	P2RY2
Microglia	P2RY6
Microglia	PAG1
Microglia	PALD1
Microglia	PARP14
Microglia	PARP9
Microglia	PARVG
Microglia	PCTP
Microglia	PDCD1
Microglia	PDE3B
Microglia	PDGFB
Microglia	PDLIM4
Microglia	PECR
Microglia	PER1
Microglia	PF4
Microglia	PFKFB3
Microglia	PFKFB4
Microglia	PFN1
Microglia	PHYHD1
Microglia	PICALM
Microglia	PIEZO1
Microglia	PIK3AP1
Microglia	PIK3CD
Microglia	PIK3CG
Microglia	PIK3R5
Microglia	PIK3R6
Microglia	PILRA
Microglia	PIM1
Microglia	PIP4K2A
Microglia	PKIB
Microglia	PKN1
Microglia	PLA2G15
Microglia	PLA2G2D
Microglia	PLA2G4A
Microglia	PLA2G4D
Microglia	PLAC8
Microglia	PLAGL2
Microglia	PLAU
Microglia	PLAUR
Microglia	PLBD1
Microglia	PLCB2
Microglia	PLCG2
Microglia	PLCL2
Microglia	PLD1
Microglia	PLD4
Microglia	PLEK
Microglia	PLEKHM2
Microglia	PLEKHO1
Microglia	PLEKHO2
Microglia	PLXDC1
Microglia	PLXDC2
Microglia	PLXNA4
Microglia	PLXNB2
Microglia	PMEPA1
Microglia	PMP22
Microglia	PNP
Microglia	PNPLA7
Microglia	PNPO
Microglia	PON3
Microglia	POU2F2
Microglia	PPCDC
Microglia	PPP1R15A
Microglia	PPP1R18
Microglia	PPP1R3B
Microglia	PPP4C
Microglia	PPRC1
Microglia	PRCP
Microglia	PRDM1
Microglia	PREX1
Microglia	PRG2
Microglia	PRKAB1
Microglia	PRKCD
Microglia	PROS1
Microglia	PSD4
Microglia	PSMB8
Microglia	PSMB9
Microglia	PTAFR
Microglia	PTGER1
Microglia	PTGR1
Microglia	PTGS1
Microglia	PTK2B
Microglia	PTPN1
Microglia	PTPN18
Microglia	PTPN6
Microglia	PTPRC
Microglia	PTPRJ
Microglia	PTPRO
Microglia	PYCARD
Microglia	PYROXD2
Microglia	QPRT
Microglia	QRFP
Microglia	RAB20
Microglia	RAB27A
Microglia	RAB32
Microglia	RAB39A
Microglia	RAB3IL1
Microglia	RAB43
Microglia	RAC2
Microglia	RAPSN
Microglia	RASA4B
Microglia	RASAL3
Microglia	RASGEF1B
Microglia	RASGRP3
Microglia	RASSF4
Microglia	RASSF5
Microglia	RBM38
Microglia	RBM47
Microglia	RCAN1
Microglia	RCC2
Microglia	RCSD1
Microglia	REEP4
Microglia	REL
Microglia	RENBP
Microglia	RETNLB
Microglia	RGS1
Microglia	RGS10
Microglia	RGS19
Microglia	RGS2
Microglia	RHBDF2
Microglia	RHOB
Microglia	RHOG
Microglia	RHOH
Microglia	RIN2
Microglia	RIN3
Microglia	RINL
Microglia	RIPK3
Microglia	RNASE10
Microglia	RNASE3
Microglia	RNASE4
Microglia	RNASE6
Microglia	RNASEL
Microglia	RNASET2A
Microglia	RNF19B
Microglia	RNU4ATAC
Microglia	ROGDI
Microglia	RP23-209N19.6
Microglia	RP23-27B23.9
Microglia	RP23-326H18.1
Microglia	RP23-370G17.4
Microglia	RP23-393G8.5
Microglia	RP23-427B4.2
Microglia	RP23-480P21.3
Microglia	RP24-142B15.6
Microglia	RP24-166N8.9
Microglia	RP24-500I24.7
Microglia	RP2H
Microglia	RPS6KA1
Microglia	RPS6KA4
Microglia	RPTOR
Microglia	RPTOROS
Microglia	RRAD
Microglia	RREB1
Microglia	RTN4RL1
Microglia	RUBCNL
Microglia	RUNX1
Microglia	RUNX3
Microglia	S100A8
Microglia	S100A9
Microglia	SALL1
Microglia	SALL3
Microglia	SAMHD1
Microglia	SAMSN1
Microglia	SASH3
Microglia	SAT1
Microglia	SCAMP2
Microglia	SCARF2
Microglia	SCIMP
Microglia	SCPEP1
Microglia	SDC4
Microglia	SELPLG
Microglia	SEMA4D
Microglia	SEPP1
Microglia	SERINC3
Microglia	SERPINE1
Microglia	SERPINF1
Microglia	SERPINF2
Microglia	SFMBT1
Microglia	SFT2D2
Microglia	SGK1
Microglia	SGPL1
Microglia	SH2B2
Microglia	SH2B3
Microglia	SH3BP2
Microglia	SH3PXD2A
Microglia	SH3TC1
Microglia	SIGLEC1
Microglia	SIGLEC10
Microglia	SIGLEC7
Microglia	SIGLECE
Microglia	SIGLECF
Microglia	SIPA1
Microglia	SIPA1L2
Microglia	SIRPA
Microglia	SKAP2
Microglia	SKI
Microglia	SKIL
Microglia	SLA
Microglia	SLAMF1
Microglia	SLAMF6
Microglia	SLAMF8
Microglia	SLAMF9
Microglia	SLC10A3
Microglia	SLC11A1
Microglia	SLC15A3
Microglia	SLC15A4
Microglia	SLC16A10
Microglia	SLC16A6
Microglia	SLC16A7
Microglia	SLC17A9
Microglia	SLC25A37
Microglia	SLC25A45
Microglia	SLC29A1
Microglia	SLC29A3
Microglia	SLC2A5
Microglia	SLC36A1
Microglia	SLC37A2
Microglia	SLC38A7
Microglia	SLC40A1
Microglia	SLC41A3
Microglia	SLC46A1
Microglia	SLC46A3
Microglia	SLC5A10
Microglia	SLC7A7
Microglia	SLC7A8
Microglia	SLCO2B1
Microglia	SLCO4A1
Microglia	SLFN12
Microglia	SMAD3
Microglia	SMAD7
Microglia	SMAGP
Microglia	SMAP2
Microglia	SMPD5
Microglia	SMPDL3B
Microglia	SNN
Microglia	SNX20
Microglia	SNX29
Microglia	SNX5
Microglia	SOCS3
Microglia	SOGA1
Microglia	SORD
Microglia	SOWAHC
Microglia	SOX15
Microglia	SP110
Microglia	SPARC
Microglia	SPATA13
Microglia	SPG21
Microglia	SPHK1
Microglia	SPI1
Microglia	SPINT1
Microglia	SPNS3
Microglia	SQRDL
Microglia	SRGAP2B
Microglia	SRGN
Microglia	SRRD
Microglia	SSH2
Microglia	ST14
Microglia	ST3GAL5
Microglia	ST3GAL6
Microglia	ST6GALNAC4
Microglia	STAB1
Microglia	STAMBPL1
Microglia	STARD8
Microglia	STAT6
Microglia	STK10
Microglia	STK17B
Microglia	STK40
Microglia	STXBP2
Microglia	SULT1A1
Microglia	SUN2
Microglia	SUSD1
Microglia	SUSD3
Microglia	SYK
Microglia	SYNGR2
Microglia	TAGAP
Microglia	TAL1
Microglia	TANC2
Microglia	TAP2
Microglia	TAPBP
Microglia	TAPBPL
Microglia	TBC1D10A
Microglia	TBC1D13
Microglia	TBC1D22A
Microglia	TBL3
Microglia	TBXAS1
Microglia	TCIRG1
Microglia	TCN2
Microglia	TCOF1
Microglia	TEC
Microglia	TEP1
Microglia	TES
Microglia	TF
Microglia	TFE3
Microglia	TFEC
Microglia	TFPI
Microglia	TGFB1
Microglia	TGFBI
Microglia	TGFBR1
Microglia	TGFBR2
Microglia	TGIF1
Microglia	TGM1
Microglia	TGM2
Microglia	THEMIS2
Microglia	TICAM2
Microglia	TIFA
Microglia	TIFAB
Microglia	TIMD4
Microglia	TIMP2
Microglia	TLCD2
Microglia	TLN1
Microglia	TLR1
Microglia	TLR12
Microglia	TLR13
Microglia	TLR2
Microglia	TLR4
Microglia	TLR5
Microglia	TLR6
Microglia	TLR7
Microglia	TLR9
Microglia	TM6SF1
Microglia	TMEM104
Microglia	TMEM106A
Microglia	TMEM119
Microglia	TMEM173
Microglia	TMEM176B
Microglia	TMEM204
Microglia	TMEM206
Microglia	TMEM219
Microglia	TMEM221
Microglia	TMEM37
Microglia	TMEM52
Microglia	TMEM63A
Microglia	TMEM86A
Microglia	TMEM8C
Microglia	TMPRSS4-AS1
Microglia	TMSB4Y
Microglia	TNF
Microglia	TNFAIP2
Microglia	TNFAIP3
Microglia	TNFAIP8
Microglia	TNFAIP8L2
Microglia	TNFRSF11A
Microglia	TNFRSF13B
Microglia	TNFRSF14
Microglia	TNFRSF17
Microglia	TNFRSF1A
Microglia	TNFRSF1B
Microglia	TNFSF14
Microglia	TNNI2
Microglia	TNS4
Microglia	TOR4A
Microglia	TPM3
Microglia	TPST2
Microglia	TRAF3IP3
Microglia	TRAF5
Microglia	TREM2
Microglia	TREML2
Microglia	TRIB1
Microglia	TRIM14
Microglia	TRIM47
Microglia	TRIM5
Microglia	TRP53COR1
Microglia	TRPM2
Microglia	TRPM4
Microglia	TRPV2
Microglia	TSPAN14
Microglia	TSPAN32
Microglia	TSPAN4
Microglia	TSPO
Microglia	TTC28
Microglia	TTC7
Microglia	TTF2
Microglia	TTR
Microglia	TUBA1C
Microglia	TUBB1
Microglia	TUBB6
Microglia	TUBGCP5
Microglia	TULP2
Microglia	TXNIP
Microglia	TXNRD1
Microglia	TYROBP
Microglia	UBA7
Microglia	UBASH3B
Microglia	UBTD1
Microglia	UCP2
Microglia	UGT1A6
Microglia	UHRF1BP1
Microglia	UMPS
Microglia	UNC13D
Microglia	UNC93B1
Microglia	UPK1B
Microglia	USB1
Microglia	USP35
Microglia	VAMP8
Microglia	VASP
Microglia	VAV1
Microglia	VAV2
Microglia	VIS1
Microglia	VPS18
Microglia	VRK2
Microglia	WAS
Microglia	WASF2
Microglia	WDFY4
Microglia	WDR81
Microglia	WFDC17
Microglia	WHRN
Microglia	XLR
Microglia	XLR4B
Microglia	YKT6
Microglia	ZBTB7B
Microglia	ZC3H10
Microglia	ZC3H12A
Microglia	ZC3HAV1
Microglia	ZEB2OS
Microglia	ZFHX3
Microglia	ZFP36
Microglia	ZFP36L1
Microglia	ZFP36L2
Microglia	ZFP90
Microglia	ZNF385A
Microglia	ZNF513
Microglia	ZNF691
Microglia	ZNF703
Microglia	ZNF710
Microglia	ZSWIM4
Neurons	1110002E22RIK
Neurons	1600029O15RIK
Neurons	2810029C07RIK
Neurons	2810032G03RIK
Neurons	2900055J20RIK
Neurons	4921534H16RIK
Neurons	4930506M07RIK
Neurons	4930563E22RIK
Neurons	5330434G04RIK
Neurons	5730522E02RIK
Neurons	6330403A02RIK
Neurons	6330403K07RIK
Neurons	9130024F11RIK
Neurons	9330132A10RIK
Neurons	9530080O11RIK
Neurons	A230006K03RIK
Neurons	A330023F24RIK
Neurons	A330050F15RIK
Neurons	A530058N18RIK
Neurons	A630081J09RIK
Neurons	A730060N03RIK
Neurons	A830010M20RIK
Neurons	A830036E02RIK
Neurons	A830039N20RIK
Neurons	A930011O12RIK
Neurons	AAK1
Neurons	ABCC8
Neurons	ABCG4
Neurons	ABLIM3
Neurons	ACHE
Neurons	ACKR1
Neurons	ACOT7
Neurons	ACTA1
Neurons	ACTL6B
Neurons	ADAM21
Neurons	ADAM22
Neurons	ADAM23
Neurons	ADARB1
Neurons	ADARB2
Neurons	ADCY1
Neurons	ADCY8
Neurons	ADCYAP1
Neurons	ADD2
Neurons	ADGRA1
Neurons	ADGRB3
Neurons	ADRA1A
Neurons	AFF2
Neurons	AFF3
Neurons	AGBL4
Neurons	AGTPBP1
Neurons	AGTR2
Neurons	AHI1
Neurons	AI504432
Neurons	AI606473
Neurons	AI854703
Neurons	AJAP1
Neurons	AK5
Neurons	AKAP5
Neurons	AKAP6
Neurons	AKAP7
Neurons	ALCAM
Neurons	ALOXE3
Neurons	AMER3
Neurons	AMIGO1
Neurons	AMPH
Neurons	AMY2B
Neurons	ANGPT1
Neurons	ANK3
Neurons	ANKRD34A
Neurons	ANKRD34B
Neurons	ANKRD34C
Neurons	ANKRD35
Neurons	ANKRD42
Neurons	ANKRD45
Neurons	ANKRD55
Neurons	ANO5
Neurons	AOX4
Neurons	AP3B2
Neurons	AP3M2
Neurons	APBA2
Neurons	AR
Neurons	ARFGEF3
Neurons	ARHGAP15
Neurons	ARHGAP20
Neurons	ARHGAP36
Neurons	ARHGAP44
Neurons	ARHGDIG
Neurons	ARMCX1
Neurons	ARMCX4
Neurons	ARX
Neurons	ASB11
Neurons	ASIC2
Neurons	ASNS
Neurons	ASPHD1
Neurons	ASTN1
Neurons	ATCAY
Neurons	ATG9B
Neurons	ATL1
Neurons	ATP1A3
Neurons	ATP1B1
Neurons	ATP2B1
Neurons	ATP2B2
Neurons	ATP2B3
Neurons	ATP6AP1L
Neurons	ATP6V1A
Neurons	ATP6V1B2
Neurons	ATP6V1G2
Neurons	B130024G19RIK
Neurons	B230217C12RIK
Neurons	B3GALNT1
Neurons	B3GALT1
Neurons	B3GALT2
Neurons	B4GALNT4
Neurons	B630019K06RIK
Neurons	B830012L14RIK
Neurons	BAG4
Neurons	BAIAP3
Neurons	BARHL2
Neurons	BASP1
Neurons	BBS4
Neurons	BC030500
Neurons	BCAT1
Neurons	BCL11A
Neurons	BCL11B
Neurons	BDNF
Neurons	BEND4
Neurons	BEND6
Neurons	BEX1
Neurons	BEX3
Neurons	BEX4
Neurons	BHLHE22
Neurons	BICD1
Neurons	BMP3
Neurons	BRI3BP
Neurons	BRINP1
Neurons	BRINP2
Neurons	BRINP3
Neurons	BRSK2
Neurons	BSN
Neurons	BTBD11
Neurons	C10ORF35
Neurons	C11ORF87
Neurons	C12ORF75
Neurons	C14ORF39
Neurons	C16ORF45
Neurons	C1ORF216
Neurons	C230004F18RIK
Neurons	C3ORF67
Neurons	C530050E15RIK
Neurons	C5ORF49
Neurons	C77370
Neurons	C8ORF34
Neurons	CA10
Neurons	CACNA1A
Neurons	CACNA1B
Neurons	CACNA1C
Neurons	CACNA1E
Neurons	CACNA2D1
Neurons	CACNA2D2
Neurons	CACNA2D3
Neurons	CACNB2
Neurons	CACNB4
Neurons	CACNG2
Neurons	CACNG3
Neurons	CACNG5
Neurons	CADM3
Neurons	CADPS
Neurons	CADPS2
Neurons	CALB1
Neurons	CALB2
Neurons	CALCA
Neurons	CALM2
Neurons	CALN1
Neurons	CALY
Neurons	CAMK1G
Neurons	CAMK2B
Neurons	CAMK4
Neurons	CAMKV
Neurons	CAMTA1
Neurons	CBLN2
Neurons	CBLN4
Neurons	CCBE1
Neurons	CCDC148
Neurons	CCDC149
Neurons	CCDC177
Neurons	CCDC184
Neurons	CCK
Neurons	CCKBR
Neurons	CCL27
Neurons	CCNE1
Neurons	CCSAP
Neurons	CD200
Neurons	CD24
Neurons	CDH12
Neurons	CDH4
Neurons	CDH7
Neurons	CDH8
Neurons	CDH9
Neurons	CDK14
Neurons	CDK5R1
Neurons	CDKL1
Neurons	CDKL2
Neurons	CDKL4
Neurons	CDKL5
Neurons	CDR1
Neurons	CDS1
Neurons	CDS2
Neurons	CELF3
Neurons	CELF4
Neurons	CELF5
Neurons	CELF6
Neurons	CELSR2
Neurons	CELSR3
Neurons	CEND1
Neurons	CEP126
Neurons	CEP170B
Neurons	CEP19
Neurons	CERS6
Neurons	CFAP69
Neurons	CGN
Neurons	CHAC1
Neurons	CHAT
Neurons	CHD3OS
Neurons	CHD5
Neurons	CHGA
Neurons	CHGB
Neurons	CHL1
Neurons	CHN1
Neurons	CHRD
Neurons	CHRFAM7A
Neurons	CHRM1
Neurons	CHRM2
Neurons	CHRM3
Neurons	CHRNA3
Neurons	CHRNB2
Neurons	CHSY3
Neurons	CIDEA
Neurons	CIT
Neurons	CITED1
Neurons	CKMT1A
Neurons	CLCN1
Neurons	CLDN1
Neurons	CLEC2L
Neurons	CLIP3
Neurons	CLMP
Neurons	CLSTN1
Neurons	CLSTN2
Neurons	CLSTN3
Neurons	CLVS1
Neurons	CLVS2
Neurons	CNGA3
Neurons	CNIH3
Neurons	CNKSR2
Neurons	CNNM1
Neurons	CNR1
Neurons	CNRIP1
Neurons	CNTN1
Neurons	CNTN3
Neurons	CNTN4
Neurons	CNTN5
Neurons	CNTNAP2
Neurons	CNTNAP3
Neurons	CNTNAP4
Neurons	CNTNAP5
Neurons	COCH
Neurons	COL19A1
Neurons	COL24A1
Neurons	COL25A1
Neurons	CORT
Neurons	CPEB1
Neurons	CPLX1
Neurons	CPLX2
Neurons	CPLX3
Neurons	CPNE4
Neurons	CPNE5
Neurons	CPNE6
Neurons	CPNE7
Neurons	CPNE9
Neurons	CRABP1
Neurons	CREG2
Neurons	CRH
Neurons	CRHBP
Neurons	CRHR1
Neurons	CRMP1
Neurons	CSDC2
Neurons	CSRNP3
Neurons	CTXN1
Neurons	CTXN2
Neurons	CX3CL1
Neurons	CXADR
Neurons	CXCL14
Neurons	CXXC4
Neurons	CYB561
Neurons	CYFIP2
Neurons	CYGB
Neurons	CYP4X1
Neurons	D930048G16RIK
Neurons	DAPK1
Neurons	DBN1
Neurons	DBPHT2
Neurons	DCAF12L2
Neurons	DCAF7
Neurons	DCLK1
Neurons	DCX
Neurons	DDX25
Neurons	DGKG
Neurons	DIRAS1
Neurons	DIRAS2
Neurons	DISP2
Neurons	DKK3
Neurons	DKKL1
Neurons	DLG2
Neurons	DLGAP2
Neurons	DLX1
Neurons	DLX1AS
Neurons	DLX2
Neurons	DLX5
Neurons	DLX6
Neurons	DLX6OS1
Neurons	DLX6OS3
Neurons	DMTN
Neurons	DMXL2
Neurons	DNAH1
Neurons	DNAJB5
Neurons	DNAJC27
Neurons	DNAJC6
Neurons	DNAL1
Neurons	DNER
Neurons	DNM1
Neurons	DNM1L
Neurons	DNM3
Neurons	DOC2A
Neurons	DOC2B
Neurons	DOS
Neurons	DPP10
Neurons	DPP6
Neurons	DPYSL3
Neurons	DPYSL4
Neurons	DPYSL5
Neurons	DRC1
Neurons	DRD1
Neurons	DRD2
Neurons	DSCAM
Neurons	DUSP14
Neurons	DUSP26
Neurons	DYNC1I1
Neurons	DZANK1
Neurons	E130309D14RIK
Neurons	EBF2
Neurons	EBF3
Neurons	ECEL1
Neurons	EDIL3
Neurons	EEF1A2
Neurons	EFCAB6
Neurons	EFHC2
Neurons	EFNA3
Neurons	EFNA5
Neurons	EGFEM1
Neurons	EIF4A2
Neurons	ELAVL2
Neurons	ELAVL3
Neurons	ELAVL4
Neurons	ELFN1
Neurons	ELMOD1
Neurons	ELOVL4
Neurons	EML5
Neurons	ENO2
Neurons	ENPP5
Neurons	ENTPD3
Neurons	EOMES
Neurons	EPB4.1L1
Neurons	EPHA10
Neurons	EPHA3
Neurons	EPHA5
Neurons	EPHA6
Neurons	EPHA7
Neurons	EPHA8
Neurons	EPHB2
Neurons	EPHB6
Neurons	ERBB4
Neurons	ERC2
Neurons	EXPH5
Neurons	FABP3
Neurons	FAIM2
Neurons	FAM110B
Neurons	FAM126B
Neurons	FAM127B
Neurons	FAM131A
Neurons	FAM131C
Neurons	FAM135B
Neurons	FAM150B
Neurons	FAM155A
Neurons	FAM163B
Neurons	FAM169A
Neurons	FAM183A
Neurons	FAM189A1
Neurons	FAM196A
Neurons	FAM19A1
Neurons	FAM19A2
Neurons	FAM49A
Neurons	FAM65B
Neurons	FAM78B
Neurons	FAM81A
Neurons	FAM84A
Neurons	FAT3
Neurons	FAXC
Neurons	FBLL1
Neurons	FBXL16
Neurons	FBXL2
Neurons	FBXO41
Neurons	FBXW7
Neurons	FGF12
Neurons	FGF13
Neurons	FGF14
Neurons	FGF9
Neurons	FIBCD1
Neurons	FIBIN
Neurons	FKBP1B
Neurons	FKBP3
Neurons	FLRT2
Neurons	FLRT3
Neurons	FLYWCH2
Neurons	FMN1
Neurons	FNBP1L
Neurons	FNDC9
Neurons	FOSL2
Neurons	FOXG1
Neurons	FRMD3
Neurons	FRMPD3
Neurons	FRMPD4
Neurons	FRRS1L
Neurons	FSTL4
Neurons	FSTL5
Neurons	FTX
Neurons	FUT9
Neurons	FXYD6
Neurons	FXYD7
Neurons	GABBR2
Neurons	GABRA1
Neurons	GABRA2
Neurons	GABRA3
Neurons	GABRA4
Neurons	GABRA5
Neurons	GABRB2
Neurons	GABRB3
Neurons	GABRD
Neurons	GABRG2
Neurons	GABRG3
Neurons	GAD1
Neurons	GAD2
Neurons	GALNT13
Neurons	GALNT14
Neurons	GALNT9
Neurons	GALNTL6
Neurons	GALR1
Neurons	GAP43
Neurons	GARNL3
Neurons	GAS7
Neurons	GATSL2
Neurons	GDA
Neurons	GDAP1
Neurons	GDAP1L1
